成分代碼,核價成分代碼,核價成分名稱
2824000200,2824000200,BEZOAR ORIENTALE
2824001100,2824001100,ZOPICLONE
2824001220,2824001220,LEVOMEPROMAZINE
2824200100,2824200100,BROMAZEPAM
2824200200,2824200200,CHLORDIAZEPOXIDE
2824200210,2824200200,CHLORDIAZEPOXIDE
2824209210,2824200200,CHLORDIAZEPOXIDE
2824200300,2824200300,CLONAZEPAM
2824200400,2824200400,CLORAZEPATE
2824200410,2824200400,CLORAZEPATE
2824200500,2824200500,CLOXAZOLAM
2824200600,2824200600,DIAZEPAM
2824200700,2824200700,ESTAZOLAM
2824200800,2824200800,FLUDIAZEPAM
2824200900,2824200900,FLUNITRAZEPAM
2824201000,2824201000,FLURAZEPAM
2824201010,2824201000,FLURAZEPAM
2824291010,2824201000,FLURAZEPAM
2824201200,2824201200,LORAZEPAM
2824201300,2824201300,MEDAZEPAM
2824201400,2824201400,NITRAZEPAM
2824201500,2824201500,OXAZEPAM
2824201600,2824201600,OXAZOLAM
2824201700,2824201700,TRIAZOLAM
2824201800,2824201800,LORMETAZEPAM
2824201900,2824201900,CLOBAZAM
2824202000,2824202000,ALPRAZOLAM
2824202100,2824202100,TEMAZEPAM
2824202200,2824202200,NORDAZEPAM
2824202300,2824202300,MIDAZOLAM
2824202400,2824202400,BROTIZOLAM
2824292480,2824202400,BROTIZOLAM
2824202500,2824202500,PRAZEPAM
2824202600,2824202600,FLUMAZENIL
2824400100,2824400100,ALLOBARBITAL
2824400210,2824400210,AMOBARBITAL
2824400400,2824400400,BARBITAL
2824400410,2824400400,BARBITAL
2824401100,2824401100,PENTOBARBITAL
2824401110,2824401100,PENTOBARBITAL
2824401200,2824401200,PHENOBARBITAL
2824401210,2824401200,PHENOBARBITAL
2824401300,2824401300,PROXIBARBAL
2824401400,2824401400,SECOBARBITAL
2824401410,2824401400,SECOBARBITAL
2824401700,2824401700,PHENYLETHYLBARBITURIC ACID
2824401710,2824401700,PHENYLETHYLBARBITURIC ACID
2824800300,2824800300,APRONALIDE
2824800800,2824800800,ETOMIDATE
2824800810,2824800800,ETOMIDATE
2824809810,2824800800,ETOMIDATE
2824801000,2824801000,MEPROBAMATE
2824801500,2824801500,SODIUM BROMIDE
2824801810,2824801820,ZOLPIDEM
2824801820,2824801820,ZOLPIDEM
3624120000,3624120000,ANTI-D (RHO(D)IMMUNE GLOBULIN)
3632000100,3632000100,TERBINAFINE
3632000108,3632000100,TERBINAFINE
3644000200,3644000200,SODIUM BENZOATE
3668001600,3668001600,SODIUM IODIDE
3668001610,3668001610,SODIUM IODIDE I-131
3690000100,3690000100,ALLERGEN (HOUSE DUST EXTRACT)
4004000200,4004000200,AMMONIUM CHLORIDE
4004000400,4004000400,SODIUM BISULFATE
4008000600,4008000600,SODIUM ACETATE
4008000650,4008000600,SODIUM ACETATE
4008000660,4008000600,SODIUM ACETATE
4008000670,4008000600,SODIUM ACETATE
4008007670,4008000600,SODIUM ACETATE
4008009600,4008000600,SODIUM ACETATE
4008000700,4008000700,SODIUM BICARBONATE
4008000900,4008000900,SODIUM LACTATE
4008000903,4008000900,SODIUM LACTATE
4008000950,4008000900,SODIUM LACTATE
4008000980,4008000900,SODIUM LACTATE
4008007950,4008000900,SODIUM LACTATE
4008001000,4008001000,TROMETHAMINE (=TRIS-HYDROXYMETHYL AMINOMETHANE)
4010000100,4010000100,CITRULLINE
4010000102,4010000100,CITRULLINE
4010000110,4010000100,CITRULLINE
4010000300,4010000300,LACTULOSE
4010000400,4010000400,SODIUM GLUTAMATE
4010000402,4010000400,SODIUM GLUTAMATE
4010000450,4010000400,SODIUM GLUTAMATE
4010000700,4010000700,LACTITOL
4012001210,4012001210,ELECTROLYTE SOL WITH DEX 5%
4012001300,4012001300,HETASTARCH
4012002100,4012002100,SODIUM CHLORIDE
4012002102,4012002100,SODIUM CHLORIDE
4012002103,4012002100,SODIUM CHLORIDE
4012002104,4012002100,SODIUM CHLORIDE
4012002105,4012002100,SODIUM CHLORIDE
4012002200,4012002200,SODIUM SULFATE
4012002250,4012002200,SODIUM SULFATE
4012002260,4012002200,SODIUM SULFATE
4012003700,4012003700,SELENIUM
4012003720,4012003700,SELENIUM
4012093720,4012003700,SELENIUM
8404603500,4012003700,SELENIUM
4012003799,4012003799,SODIUM SELENITE
4012004200,4012004200,PENTASTARCH
8084000110,4012004200,PENTASTARCH
4018000200,4018000320,POLYSTYRENE SULFONATE
4018000300,4018000320,POLYSTYRENE SULFONATE
4018000310,4018000320,POLYSTYRENE SULFONATE
4018000320,4018000320,POLYSTYRENE SULFONATE
4018009200,4018000320,POLYSTYRENE SULFONATE
4018009300,4018000320,POLYSTYRENE SULFONATE
9600078600,4018000320,POLYSTYRENE SULFONATE
4020000100,4020000100,CALCIUM GLYCEROPHOSPHATE
4020000260,4020000260,CASEIN FORMALDEHYDE
4020000500,4020000500,DEXTROSE
4020000550,4020000500,DEXTROSE
4020000560,4020000500,DEXTROSE
4020000570,4020000500,DEXTROSE
4020000700,4020000500,DEXTROSE
4020000701,4020000500,DEXTROSE
4020000720,4020000500,DEXTROSE
4020000730,4020000500,DEXTROSE
4020000750,4020000500,DEXTROSE
4020000760,4020000500,DEXTROSE
4020009560,4020000500,DEXTROSE
4020009570,4020000500,DEXTROSE
4020009760,4020000500,DEXTROSE
4020000800,4020000800,EMDEX (=DEXTROSE + MALTOSE)
4020001100,4020001100,MALTOSE
4020001150,4020001100,MALTOSE
4020001500,4020001500,SAFFLOWER OIL
4020001501,4020001500,SAFFLOWER OIL
4020001632,4020001632,MIXTURE OF REFINE OLIVE OIL ( APPROX 80%) AND REFINE SOYA BEAN OIL (APPROX 20%)
4020001900,4020001900,XYLITOL
4020001901,4020001900,XYLITOL
4020002310,4020002310,CALCIUM GLUCEPTATE (=CAL. GLUCOHEPTONATE=CAL. HEPT
4020100000,4020100000,AMINO ACID
4020100002,4020100000,AMINO ACID
4020102800,4020100000,AMINO ACID
9200000600,4020100000,AMINO ACID
4020100100,4020100100,ACETYL TRYPTOPHAN
4020100103,4020100100,ACETYL TRYPTOPHAN
4020100200,4020100200,ALANINE
4020100202,4020100200,ALANINE
4020100203,4020100200,ALANINE
4020100205,4020100200,ALANINE
4020100300,4020100300,ARGININE
4020100302,4020100300,ARGININE
4020100310,4020100300,ARGININE
4020100312,4020100300,ARGININE
4020100372,4020100300,ARGININE
4020109312,4020100300,ARGININE
4020109342,4020100300,ARGININE
4020100320,4020100320,ARGININE DI- OXOGLURATE
4020100330,4020100330,ARGININE MONO- OXOGLURATE
4020100342,4020100342,ARGININE GLUTAMATE
4020100400,4020100400,ASPARTIC ACID
4020100402,4020100400,ASPARTIC ACID
4020100403,4020100400,ASPARTIC ACID
4020100482,4020100400,ASPARTIC ACID
4020100460,4020100460,ASPARTATE ZINC-BIS HYDROGEN
4020100463,4020100460,ASPARTATE ZINC-BIS HYDROGEN
4020100472,4020100472,ASPARAGINE
4020100500,4020100500,CYSTEINE
4020100502,4020100500,CYSTEINE
4020100510,4020100500,CYSTEINE
4020100512,4020100500,CYSTEINE
4020100522,4020100500,CYSTEINE
4020100542,4020100500,CYSTEINE
4020100550,4020100500,CYSTEINE
4020100552,4020100500,CYSTEINE
4020100562,4020100500,CYSTEINE
4020100600,4020100500,CYSTINE
4020100602,4020100500,CYSTINE
4020100610,4020100500,CYSTINE
4020109512,4020100500,CYSTEINE
4020109540,4020100500,CYSTEINE
4020109552,4020100500,CYSTEINE
4020109562,4020100500,CYSTEINE
4800004510,4020100500,CYSTEINE
4020100700,4020100700,GLUTAMIC ACID
4020100702,4020100700,GLUTAMIC ACID
4020100710,4020100700,GLUTAMIC ACID
4020100712,4020100700,GLUTAMIC ACID
4020100800,4020100800,GLUTAMINE
4020100802,4020100800,GLUTAMINE
4020100900,4020100900,HISTIDINE
4020100902,4020100900,HISTIDINE
4020100910,4020100900,HISTIDINE
4020100912,4020100900,HISTIDINE
4020100915,4020100900,HISTIDINE
4020100922,4020100900,HISTIDINE
4020100942,4020100900,HISTIDINE
4020109912,4020100900,HISTIDINE
4020109922,4020100900,HISTIDINE
4020101000,4020101000,ISOLEUCINE
4020101002,4020101000,ISOLEUCINE
4020101003,4020101000,ISOLEUCINE
4020101200,4020101200,LEUCINE
4020101202,4020101200,LEUCINE
4020101300,4020101300,LYSINE
4020101302,4020101300,LYSINE
4020101304,4020101300,LYSINE
4020101310,4020101300,LYSINE
4020101312,4020101300,LYSINE
4020101320,4020101300,LYSINE
4020101322,4020101300,LYSINE
4020101323,4020101300,LYSINE
4020101352,4020101300,LYSINE
4020101362,4020101300,LYSINE
4020191312,4020101300,LYSINE
4020191320,4020101300,LYSINE
4020191322,4020101300,LYSINE
4020101400,4020101400,MALTODEXTRIN
4020101500,4020101500,METHIONINE
4020101501,4020101500,METHIONINE
4020101502,4020101500,METHIONINE
4020101503,4020101500,METHIONINE
4020101510,4020101500,METHIONINE
4020101512,4020101500,METHIONINE
4020101513,4020101500,METHIONINE
4020101600,4020101600,ORNITHINE
4020101602,4020101600,ORNITHINE
4020101610,4020101600,ORNITHINE
4020101612,4020101600,ORNITHINE
4020101620,4020101600,ORNITHINE ASPARTATE
4020101622,4020101600,ORNITHINE ASPARTATE
4020101632,4020101600,ORNITHINE
4020101700,4020101700,PHENYLALANINE
4020101702,4020101700,PHENYLALANINE
4020101703,4020101700,PHENYLALANINE
4020101800,4020101800,PROLINE
4020101802,4020101800,PROLINE
4020101803,4020101800,PROLINE
4020101812,4020101800,PROLINE
4020101900,4020101900,SERINE
4020101902,4020101900,SERINE
4020101903,4020101900,SERINE
4020102000,4020102000,THREONINE
4020102002,4020102000,THREONINE
4020102003,4020102000,THREONINE
4020102100,4020102100,TRYPTOPHAN
4020102101,4020102100,TRYPTOPHAN
4020102102,4020102100,TRYPTOPHAN
4020102103,4020102100,TRYPTOPHAN
4020103001,4020102100,TRYPTOPHAN
4020102200,4020102200,TYROSINE
4020102201,4020102200,TYROSINE
4020102202,4020102200,TYROSINE
4020102203,4020102200,TYROSINE
4020102250,4020102200,TYROSINE
4020192212,4020102200,TYROSINE
4020102212,4020102212,N-ACETYL TYROSINE
4020102300,4020102300,VALINE
4020102302,4020102300,VALINE
4020102303,4020102300,VALINE
4020102312,4020102300,VALINE
4024000200,4024000200,CALCIUM PHOSPHATE DIBASIC
4024000250,4024000200,CALCIUM PHOSPHATE DIBASIC
4024000270,4024000200,CALCIUM HYDROGEN PHOSPHATE DIHYDRATE
4024000280,4024000200,CALCIUM PHOSPHATE DIBASIC
4024000290,4024000200,CALCIUM PHOSPHATE DIBASIC
4024009200,4024000200,CALCIUM PHOSPHATE DIBASIC
4024000300,4024000300,SACCHARIN
4024000400,4024000300,SACCHARIN
4024000500,4024000300,SACCHARIN
4024000550,4024000300,SACCHARIN
4024000700,4024000700,MINERAL WATER SUGAR
0000304000,4024001100,BISMUTH SALT
0828000200,4024001100,BISMUTH SALT
0840000300,4024001100,BISMUTH SALT
4024001100,4024001100,BISMUTH SALT
4024091100,4024001100,BISMUTH SALT
5604001000,4024001100,BISMUTH SALT
5604004301,4024001100,BISMUTH SALT
5608000400,4024001100,BISMUTH SALT
5608000500,4024001100,BISMUTH SALT
5608000501,4024001100,BISMUTH SALT
5608001300,4024001100,BISMUTH SALT
5640000300,4024001100,BISMUTH SALT
5640009300,4024001100,BISMUTH SALT
5640092000,4024001100,BISMUTH SALT
9900040600,4024001100,BISMUTH SALT
4026000000,4026000000,ELECTROLYTE
4026000100,4026000100,ACETATE
4026000110,4026000100,ACETATE
9600000500,4026000100,ACETATE
9900000100,4026000100,ACETATE
0000093000,4026000200,ALUMINUM HYDROXIDE
4026000200,4026000200,ALUMINUM
4026000210,4026000200,ALUMINUM
5604000100,4026000200,ALUMINUM HYDROXIDE
5604000200,4026000200,ALUMINUM HYDROXIDE
5604000201,4026000200,ALUMINUM HYDROXIDE
5604000202,4026000200,ALUMINUM HYDROXIDE
5604000205,4026000200,ALUMINUM HYDROXIDE
5604000207,4026000200,ALUMINUM HYDROXIDE
5604000400,4026000200,ALUMINUM HYDROXYCHLORIDE
5604000430,4026000200,ALUMINUM HYDROXYCHLORIDE
5604000700,4026000200,ALUMINUM OXIDE
5604000750,4026000200,ALUMINUM OXIDE
5604000800,4026000200,ALUMINUM PHOSPHATE
5604000801,4026000200,ALUMINUM PHOSPHATE
5604000802,4026000200,ALUMINUM PHOSPHATE
5604000803,4026000200,ALUMINUM PHOSPHATE
5604003200,4026000200,ALUMINUM HYDROXIDE
5604003201,4026000200,ALUMINUM HYDROXIDE
5604009200,4026000200,ALUMINUM HYDROXIDE
5604009202,4026000200,ALUMINUM HYDROXIDE
5604009770,4026000200,ALUMINUM OXIDE
5604009801,4026000200,ALUMINUM PHOSPHATE
5604093200,4026000200,ALUMINUM HYDROXIDE
5608001400,4026000200,ALUMINUM HYDROXIDE
8412000100,4026000200,ALUMINUM CHLORIDE
8412000160,4026000200,ALUMINUM CHLORIDE
8412001800,4026000200,ALUMINUM ACETATE
8412002000,4026000200,ALUMINUM ACETATE
8412002200,4026000200,ALUMINUM ACETATE
2824800400,4026000400,CALCIUM
4012000200,4026000400,CALCIUM
4012000250,4026000400,CALCIUM
4012000260,4026000400,CALCIUM
4012000280,4026000400,CALCIUM
4012000300,4026000400,CALCIUM
4012000350,4026000400,CALCIUM
4012000360,4026000400,CALCIUM
4012000370,4026000400,CALCIUM
4012002600,4026000400,CALCIUM
4012003000,4026000400,CALCIUM
4012003100,4026000400,CALCIUM
4012007350,4026000400,CALCIUM
4012093000,4026000400,CALCIUM
4024001300,4026000400,CALCIUM
4026000400,4026000400,CALCIUM
4026000410,4026000400,CALCIUM
5604001200,4026000400,CALCIUM
5604001240,4026000400,CALCIUM
5604091200,4026000400,CALCIUM
8406000110,4026000400,CALCIUM
9600005000,4026000400,CALCIUM
4026000500,4026000500,CHLORIDE
4026000510,4026000500,CHLORIDE
7804000100,4026000500,CHLORIDE
9400000500,4026000500,CHLORIDE
9400000510,4026000500,CHLORIDE
9600914900,4026000500,CHLORIDE
4026000700,4026000700,COPPER
4026000710,4026000700,COPPER
4026000720,4026000700,COPPER
4026009720,4026000700,COPPER
9200013400,4026000700,COPPER ACETATE
2816200200,4026001000,LITHIUM
2816200300,4026001000,LITHIUM
2816200400,4026001000,LITHIUM
2816200500,4026001000,LITHIUM
2816200710,4026001000,LITHIUM
4026001000,4026001000,LITHIUM
4026001010,4026001000,LITHIUM
4012001450,4026001100,MANGANESE
4012001500,4026001100,MANGANESE
4012001550,4026001100,MANGANESE
4012001700,4026001100,MANGANESE
4012001750,4026001100,MANGANESE
4012001760,4026001100,MANGANESE
4012002300,4026001100,MANGANESE
4012002400,4026001100,MANGANESE
4012002700,4026001100,MANGANESE
4012002800,4026001100,MANGANESE
4012003200,4026001100,MANGANESE
4012003400,4026001100,MANGANESE
4012071550,4026001100,MANGANESE
4012091500,4026001100,MANGANESE
4012091700,4026001100,MANGANESE
4012091760,4026001100,MANGANESE
4012092300,4026001100,MANGANESE
4012092400,4026001100,MANGANESE
4012092800,4026001100,MANGANESE
4012093200,4026001100,MANGANESE
4012093400,4026001100,MANGANESE
4026001100,4026001100,MANGANESE
4026001110,4026001100,MANGANESE
4026001200,4026001100,MANGANESE
4026001210,4026001100,MANGANESE
4026001220,4026001100,MANGANESE
4026091120,4026001100,MANGANESE
4026091220,4026001100,MANGANESE
4036009300,4026001100,MANGANESE
5604002400,4026001100,MANGANESE
5604002406,4026001100,MANGANESE
5604002407,4026001100,MANGANESE
5604002500,4026001100,MANGANESE
5604002501,4026001100,MANGANESE
5604002502,4026001100,MANGANESE
5604002700,4026001100,MANGANESE
5604002760,4026001100,MANGANESE
5604072700,4026001100,MANGANESE
5604082700,4026001100,MANGANESE
5604092400,4026001100,MANGANESE
5604092500,4026001100,MANGANESE
5612001300,4026001100,MANGANESE
5612001301,4026001100,MANGANESE
5612001302,4026001100,MANGANESE
5612001350,4026001100,MANGANESE
5612001351,4026001100,MANGANESE
5612001500,4026001100,MANGANESE
5612001510,4026001100,MANGANESE
5612001550,4026001100,MANGANESE
5612001560,4026001100,MANGANESE
5612001570,4026001100,MANGANESE
5612001580,4026001100,MANGANESE
5612091200,4026001100,MANGANESE
5612091300,4026001100,MANGANESE
5612091500,4026001100,MANGANESE
9600071100,4026001100,MANGANESE
4026001400,4026001400,PHOSPHATE
4026001410,4026001400,PHOSPHATE
5612002680,4026001400,PHOSPHATE
5612092605,4026001400,PHOSPHATE
9600036600,4026001400,PHOSPHATE
4008000100,4026001510,POTASSIUM ION
4008000150,4026001510,POTASSIUM ION
4008000300,4026001510,POTASSIUM ION
4008000350,4026001510,POTASSIUM ION
4008000360,4026001510,POTASSIUM ION
4008008360,4026001510,POTASSIUM ION
4008009300,4026001510,POTASSIUM ION
4012001800,4026001510,POTASSIUM ION
4012001850,4026001510,POTASSIUM ION
4012001900,4026001510,POTASSIUM ION
4012002500,4026001510,POTASSIUM ION
4012091800,4026001510,POTASSIUM ION
4012091900,4026001510,POTASSIUM ION
4026001500,4026001510,POTASSIUM ION
4026001510,4026001510,POTASSIUM ION
4026091520,4026001510,POTASSIUM ION
4028002400,4026001510,POTASSIUM ION
5612002100,4026001510,POTASSIUM ION
5612092100,4026001510,POTASSIUM ION
9600024100,4026001510,POTASSIUM ION
9600024200,4026001510,POTASSIUM ION
9600924100,4026001510,POTASSIUM ION
4026001600,4026001610,SILVER
4026001601,4026001610,SILVER
4026001602,4026001610,SILVER
4026001603,4026001610,SILVER
4026001610,4026001610,SILVER
8404009210,4026001610,SILVER
8404603600,4026001610,SILVER
8412000600,4026001610,SILVER
9200017700,4026001610,SILVER
4026001700,4026001700,SODIUM
4026001710,4026001700,SODIUM
4026001800,4026001800,ZINC
4026001810,4026001800,ZINC
4026001820,4026001800,ZINC
4026091820,4026001800,ZINC
8404000620,4026001800,ZINC
8404802000,4026001800,ZINC
8404802080,4026001800,ZINC
8404892000,4026001800,ZINC
8412000900,4026001800,ZINC
8412001000,4026001800,ZINC
8412009900,4026001800,ZINC
9200010500,4026001800,ZINC
9200010550,4026001800,ZINC
9200010600,4026001800,ZINC
9200010640,4026001800,ZINC
9200010650,4026001800,ZINC
9200010660,4026001800,ZINC
9200019000,4026001800,ZINC
9200910500,4026001800,ZINC
9200910600,4026001800,ZINC
9200910640,4026001800,ZINC
9200910650,4026001800,ZINC
9200919000,4026001800,ZINC
9200919050,4026001800,ZINC
9400001300,4026001800,ZINC
9600017150,4026001800,ZINC
4026001900,4026001900,FLUORINE
4026002200,4026002200,SULFONATE
4026002210,4026002200,SULFONATE
4026002500,4026002500,COPPER
4026092500,4026002500,COPPER
5620009200,4026002500,COPPER
5620009250,4026002500,COPPER
5620009270,4026002500,COPPER
9200001300,4026002500,COPPER
9200010800,4026002500,COPPER
9200010900,4026002500,COPPER
9200091300,4026002500,COPPER
9200910800,4026002500,COPPER
9200910900,4026002500,COPPER
9600910800,4026002500,COPPER
4012094100,4026002700,CHROMIUM
4026002700,4026002700,CHROMIUM
4026002720,4026002700,CHROMIUM
4026092720,4026002700,CHROMIUM
2004400200,4026092400,FERRIC
2004400400,4026092400,FERRIC
2004400410,4026092400,FERRIC
2004401500,4026092400,FERRIC
2004402400,4026092400,FERRIC
2004402410,4026092400,FERRIC HYDROXIDE IN COMPLEX WITH SUCROSE
2004403500,4026092400,FERRIC
2004403700,4026092400,FERRIC
2004403800,4026092400,FERRIC
2004409500,4026092400,FERRIC
2004409600,4026092400,FERRIC
2004491800,4026092400,FERRIC
4026002400,4026092400,FERRIC
4026092400,4026092400,FERRIC
9250001200,4026092400,FERRIC
4028000100,4028000100,AMILORIDE
4028000110,4028000100,AMILORIDE
4028000115,4028000100,AMILORIDE
4028008116,4028000100,AMILORIDE
4028000400,4028000400,BUMETANIDE
4028000600,4028000600,CHLORTHALIDONE
4028000700,4028000700,CLOPAMIDE
4028000800,4028000800,ETHACRYNIC ACID
4028000900,4028000900,FUROSEMIDE
4028001000,4028001000,INDAPAMIDE
4028001050,4028001000,INDAPAMIDE
4028091050,4028001000,INDAPAMIDE
4028001100,4028001100,ISOSORBIDE
4028001200,4028001200,MANNITOL
4028001201,4028001200,MANNITOL
4028001202,4028001200,MANNITOL
4028001210,4028001200,MANNITOL
4028001211,4028001200,MANNITOL
4028001291,4028001200,MANNITOL
4028001292,4028001200,MANNITOL
4028001500,4028001500,PARSLEY (HERB)
4028001501,4028001500,PARSLEY (HERB)
4028001800,4028001800,SPIRONOLACTONE
4028001900,4028001900,THEOBROMINE
4028001909,4028001900,THEOBROMINE
4028001910,4028001900,THEOBROMINE
4028002000,4028002000,TRIAMTERENE
4028002010,4028002000,TRIAMTERENE
4028002500,4028002500,METOLAZONE
4028002501,4028002500,METOLAZONE
4028002800,4028002800,TORSEMIDE
4028100300,4028100300,BENZYLHYDROCHLOROTHIAZIDE
4028100500,4028100500,CYCLOPENTHIAZIDE
4028100600,4028100600,HYDROCHLOROTHIAZIDE
4028100700,4028100700,HYDROFLUMETHIAZIDE
4028101000,4028101000,TRICHLORMETHIAZIDE
4029000109,4029000109,CA-SALT (RS)-3-METHYL-2-OXO-VALERIC ACID
4029000209,4029000209,CA-SALT 4-METHYL-2-OXO-VALERIC ACID
4029000309,4029000309,CA-SALT 3-METHYL-2-OXOBUTYRIC ACID
4029000409,4029000409,CA-SALT 2-OXO-3-PHENYL-PROPIONIC ACID
4029000509,4029000509,CA-SALT (RS)-2-HYDROXY-4-METHYLTHIO-BUTYRIC ACID
4036000200,4036000200,GLUCONIC ACID
4036000400,4036000400,SULFURIC ACID
4040000200,4040000200,ALLOPURINOL
4040000300,4040000300,BENZBROMARONE
4040000400,4040000400,HYDROXYBUTYRIC ACID
4040000402,4040000400,HYDROXYBUTYRIC ACID
4040000412,4040000400,HYDROXYBUTYRIC ACID
4040000500,4040000500,PROBENECID
8404200400,4040000600,SULFIRAME
4400000100,4400000100,AMYLASE
4400000101,4400000100,AMYLASE
4400000102,4400000100,AMYLASE
4400000111,4400000100,AMYLASE
4400001711,4400000100,AMYLASE
4400000196,4400000196,AMYLOLISIUM
4400000300,4400000300,BROMELAIN
4400000500,4400000500,CELLULASE
4400000600,4400000600,CHYMOTRYPSIN
4400000601,4400000600,CHYMOTRYPSIN
4400000604,4400000600,CHYMOTRYPSIN
4400000900,4400000900,AGALSIDASE BETA
4400000902,4400000900,AGALSIDASE BETA
4400001300,4400001300,LYSOZYME
4400001310,4400001300,LYSOZYME
4400001311,4400001300,LYSOZYME
4400091310,4400001300,LYSOZYME
4400001400,4400001400,MONOAMINE OXIDASE
4400001600,4400001600,PAPAIN
4020001310,4400001700,PROTEIN HYDROLYSATE
4400001700,4400001700,PROTASE (=PROTEOLYTIC ENZYME)
4400001800,4400001800,SANACTASE
4400002000,4400002000,STREPTODORNASE
4400002300,4400002300,TRYPSIN
4400002400,4400002400,TYROSINASE
4400002700,4400002700,NEWLASE
4400002800,4400002800,SEMIALKALINE PROTEASE
4400003000,4400003000,SAMPROSE F
4400004400,4400004400,ASPARAGINASE
4400004402,4400004402,L-ASPARAGINASE
4400004700,4400004700,FUNGUS ENZYME
4400006000,4400006000,CELLULOSIN
4400006091,4400006000,CELLULOSIN
4400006100,4400006100,PROLISIN
4400006300,4400006300,MAMILASE
4400007000,4400007000,LYPASE
4400007100,4400007100,BIODIASTASE
4400007110,4400007100,BIODIASTASE
4400007800,4400007800,SACROSIDASE
4400009000,4400009000,ICATIBANT
4410000100,4410000100,APROTININ
4410000200,4410000200,BENSERAZIDE
4410000210,4410000200,BENSERAZIDE
4410009210,4410000200,BENSERAZIDE
4410000400,4410000400,CLAVULANIC ACID
4410000410,4410000400,CLAVULANIC ACID
4410009410,4410000400,CLAVULANIC ACID
4410000500,4410000500,VIGABATRIN
4410000600,4410000600,CILASTATIN
4410000710,4410000710,TAZOBACTAM
4410009510,4410009510,SULBACTAM
0812408220,4800000100,ACETYLCYSTEINE
4800000100,4800000100,ACETYLCYSTEINE
4800000101,4800000100,ACETYLCYSTEINE
4800000200,4800000200,BENPROPERINE
4800000210,4800000200,BENPROPERINE
4800000220,4800000200,BENPROPERINE
4800000310,4800000310,BROMHEXINE
4800000400,4800000400,BUTAMIRATE
4800000410,4800000400,BUTAMIRATE
4800000500,4800000500,CARBETAPENTANE
4800000510,4800000500,CARBETAPENTANE
4800000600,4800000600,CARBOCYSTEINE
4800000700,4800000700,CHLOPHEDIANOL
4800000710,4800000700,CHLOPHEDIANOL
4800000800,4800000800,CLOPERASTINE
4800000810,4800000800,CLOPERASTINE
4800000820,4800000800,CLOPERASTINE
4800001200,4800001200,DIMEMORFAN
4800001210,4800001200,DIMEMORFAN
4800001300,4800001300,EPRAZINONE
4800001310,4800001300,EPRAZINONE
4800001311,4800001300,EPRAZINONE
4800091310,4800001300,EPRAZINONE
4800001900,4800001900,ISOAMINILE
4800001910,4800001900,ISOAMINILE
4800002200,4800002200,MECYSTEINE
4800002210,4800002200,MECYSTEINE
4800002400,4800002400,NOSCAPINE
4800002410,4800002400,NOSCAPINE
4800092410,4800002400,NOSCAPINE
4800002500,4800002500,OXELADIN
4800002510,4800002500,OXELADIN
4800092510,4800002500,OXELADIN
4800002600,4800002600,OXOLAMINE
4800002610,4800002600,OXOLAMINE
4800002800,4800002800,POTASSIUM GUAIACOLSULFONATE
4800002850,4800002800,POTASSIUM GUAIACOLSULFONATE
4800002900,4800002900,POTASSIUM IODIDE
4800092900,4800002900,POTASSIUM IODIDE
8404603300,4800002900,POTASSIUM IODIDE
4800003200,4800003200,TERPIN
4800003250,4800003200,TERPIN
4800003600,4800003600,PLATYCODON
4800003601,4800003600,PLATYCODON
4800003602,4800003600,PLATYCODON
4800003603,4800003600,PLATYCODON
4800003610,4800003600,PLATYCODON
4800003611,4800003600,PLATYCODON
4800003612,4800003600,PLATYCODON
4800003700,4800003700,POTASSIUM CRESOLSULFONATE
4800003800,4800003800,POLYGALA EXTRACT
4800003801,4800003800,POLYGALA EXTRACT
4800003811,4800003800,POLYGALA EXTRACT
4800003812,4800003800,POLYGALA EXTRACT
4800003821,4800003800,POLYGALA EXTRACT
4800003900,4800003900,PRUNUS YEDOEUSIS
4800003901,4800003900,PRUNUS YEDOEUSIS
4800001110,4800004000,SODIUM DIBUNATE
4800004000,4800004000,SODIUM DIBUNATE
9200021800,4800004000,SODIUM DIBUNATE
9200021810,4800004000,SODIUM DIBUNATE
4800004200,4800004200,HYDROPROPIZINE
4800004300,4800004300,PINE TAR
4800004700,4800004700,SAPOTIN
9600040500,4800004700,SAPOTIN
4800004800,4800004800,BROCINE
4800004900,4800004900,BENZONATATE
4800005200,4800005200,ERDOSTEINE
2412402610,5000000000,LERCANIDIPINE
5000000000,5000000000,LERCANIDIPINE
5204400100,5204400100,TYROTHRICIN
5204600100,5204600100,IDOXURIDINE
5204600200,5204600200,Trifluridine
5204800200,5204800200,MAFENIDE (=HOMOSULFAMINE)
5204800210,5204800200,MAFENIDE (=HOMOSULFAMINE)
5204800300,5204800300,SULFANILAMIDE
5204900200,5204900200,CHLORHEXIDINE
5204900210,5204900200,CHLORHEXIDINE
5204900211,5204900200,CHLORHEXIDINE
5204900220,5204900200,CHLORHEXIDINE
5204900221,5204900200,CHLORHEXIDINE
5204900230,5204900200,CHLORHEXIDINE
5204900231,5204900200,CHLORHEXIDINE
5210000100,5210000100,ACETAZOLAMIDE
5210000300,5210000300,CLOFENAMIDE (=MONOCHLOROPHENAMIDE)
5210000400,5210000400,BRINZOLAMIDE
5212000100,5212000100,KARAYA GUM (=CRYSTAL GUM)
5216000120,5216000120,OXYBUPROCINE
5220000100,5220000100,CARBACHOL
5220000300,5220000300,PILOCARPINE
5220000310,5220000300,PILOCARPINE
5220000311,5220000300,PILOCARPINE
